"last_season","oppid","opponent","winp_total","w_total","l_total","winp_home","w_home","l_home","winp_away","w_away","l_away","tp_avg","fg_avg","fg3_avg","ft_avg","oreb_avg","dreb_avg","ast_avg","blk_avg","stl_avg"
2018,194,"Boston College",0.0,0,1,"",0,0,0.0,0,1,89.0,31.0,15.0,12.0,8.0,23.0,18.0,1.0,3.0
2018,35,"Elon",100.0,1,0,100.0,1,0,"",0,0,68.0,25.0,14.0,4.0,5.0,23.0,10.0,1.0,3.0
2018,499,"Evansville",100.0,1,0,100.0,1,0,"",0,0,40.0,15.0,5.0,5.0,2.0,15.0,11.0,2.0,1.0
2018,37,"Florida",100.0,1,0,"",0,0,100.0,1,0,84.0,30.0,8.0,16.0,9.0,22.0,11.0,2.0,7.0
2018,38,"Florida State",100.0,1,0,100.0,1,0,"",0,0,93.0,31.0,15.0,16.0,8.0,25.0,22.0,2.0,3.0
2018,40,"Furman",100.0,1,0,100.0,1,0,"",0,0,63.0,25.0,9.0,4.0,12.0,13.0,14.0,0.0,7.0
2018,196,"Indiana",100.0,1,0,"",0,0,100.0,1,0,81.0,30.0,5.0,16.0,11.0,17.0,12.0,4.0,4.0
2018,130,"Miami",100.0,1,0,"",0,0,100.0,1,0,75.0,29.0,9.0,8.0,11.0,25.0,10.0,2.0,13.0
2018,138,"Michigan State",100.0,1,0,"",0,0,100.0,1,0,81.0,31.0,9.0,10.0,8.0,22.0,25.0,12.0,1.0
2018,70,"N.C. State",0.0,0,1,"",0,0,0.0,0,1,96.0,34.0,5.0,23.0,11.0,19.0,17.0,3.0,7.0
2018,143,"Notre Dame",100.0,1,0,100.0,1,0,"",0,0,66.0,22.0,7.0,15.0,10.0,15.0,13.0,1.0,8.0
2018,82,"Pittsburgh",100.0,2,0,100.0,1,0,100.0,1,0,53.0,18.5,4.0,12.0,9.0,16.0,7.5,4.0,4.5
2018,205,"Portland State",100.0,1,0,"",0,0,100.0,1,0,81.0,30.0,12.0,9.0,12.0,19.0,21.0,1.0,6.0
2018,956,"Saint Francis (Pa.)",100.0,1,0,100.0,1,0,"",0,0,67.0,24.0,7.0,12.0,4.0,18.0,11.0,0.0,8.0
2018,424,"South Dakota",100.0,1,0,100.0,1,0,"",0,0,80.0,30.0,10.0,10.0,7.0,14.0,18.0,0.0,6.0
2018,437,"Southern",100.0,1,0,100.0,1,0,"",0,0,61.0,22.0,7.0,10.0,13.0,19.0,8.0,4.0,5.0
2018,197,"Texas",100.0,1,0,"",0,0,100.0,1,0,78.0,30.0,4.0,14.0,10.0,23.0,14.0,3.0,4.0
2018,1031,"Utah Valley",100.0,1,0,100.0,1,0,"",0,0,69.0,25.0,6.0,13.0,12.0,21.0,13.0,0.0,5.0
2018,113,"Virginia",0.0,0,1,0.0,0,1,"",0,0,65.0,26.0,6.0,7.0,7.0,20.0,12.0,3.0,8.0
2018,117,"Wake Forest",100.0,2,0,100.0,1,0,100.0,1,0,70.5,27.0,7.5,9.0,13.0,22.0,13.0,2.5,3.0
