"last_season","oppid","opponent","winp_total","w_total","l_total","winp_home","w_home","l_home","winp_away","w_away","l_away","tp_avg","fg_avg","fg3_avg","ft_avg","oreb_avg","dreb_avg","ast_avg","blk_avg","stl_avg"
2010,206,"Radford",100.0,1,0,100.0,1,0,"",0,0,67.0,25.0,5.0,12.0,13.0,20.0,11.0,4.0,4.0
2010,184,"Tulsa",100.0,1,0,100.0,1,0,"",0,0,52.0,19.0,1.0,13.0,9.0,20.0,8.0,7.0,3.0
2010,181,"UNC-Greensboro",100.0,1,0,100.0,1,0,"",0,0,62.0,24.0,3.0,10.0,10.0,10.0,12.0,1.0,5.0
2010,120,"West Virginia",100.0,1,0,"",0,0,100.0,1,0,57.0,19.0,5.0,14.0,9.0,15.0,11.0,4.0,1.0
2011,561,"Bradley",100.0,2,0,100.0,1,0,100.0,1,0,46.5,19.5,4.0,3.5,8.5,20.0,7.0,2.0,4.5
2011,187,"Butler",100.0,2,0,"",0,0,100.0,2,0,64.5,23.0,7.0,11.5,11.0,20.5,11.0,0.0,7.0
2011,27,"Colgate",100.0,1,0,100.0,1,0,"",0,0,58.0,21.0,4.0,12.0,17.0,21.0,10.0,3.0,8.0
2011,261,"Kansas State",100.0,1,0,"",0,0,100.0,1,0,68.0,27.0,3.0,11.0,11.0,23.0,10.0,3.0,3.0
2011,132,"Marquette",100.0,1,0,"",0,0,100.0,1,0,77.0,31.0,4.0,11.0,11.0,22.0,13.0,1.0,11.0
2011,379,"Miami (Ohio)",100.0,1,0,100.0,1,0,"",0,0,45.0,18.0,6.0,3.0,5.0,22.0,7.0,2.0,7.0
2011,85,"Princeton",100.0,1,0,100.0,1,0,"",0,0,60.0,23.0,6.0,8.0,7.0,19.0,14.0,3.0,7.0
2011,99,"St. John's",66.67,2,1,100.0,1,0,50.0,1,1,77.67,29.33,3.67,15.33,7.33,18.0,15.0,2.0,4.67
2011,227,"St. Louis",100.0,1,0,100.0,1,0,"",0,0,47.0,19.0,1.0,8.0,4.0,23.0,11.0,2.0,6.0
2011,230,"UAB",100.0,1,0,100.0,1,0,"",0,0,64.0,23.0,9.0,9.0,9.0,27.0,13.0,2.0,3.0
2012,1023,"Belmont",100.0,1,0,100.0,1,0,"",0,0,76.0,27.0,6.0,16.0,10.0,23.0,15.0,2.0,9.0
2012,188,"Colorado State",100.0,1,0,100.0,1,0,"",0,0,64.0,24.0,4.0,12.0,11.0,21.0,11.0,1.0,3.0
2012,54,"Lehigh",0.0,0,1,"",0,0,0.0,0,1,75.0,22.0,6.0,25.0,9.0,25.0,12.0,1.0,7.0
2012,81,"Penn",100.0,1,0,100.0,1,0,"",0,0,55.0,22.0,2.0,9.0,7.0,17.0,10.0,3.0,11.0
2012,106,"Tennessee",100.0,1,0,"",0,0,100.0,1,0,67.0,24.0,0.0,19.0,10.0,24.0,9.0,3.0,7.0
2012,181,"UNC Greensboro",100.0,2,0,100.0,1,0,100.0,1,0,62.5,23.5,4.0,11.5,10.5,18.0,10.5,1.5,6.0
2012,157,"Washington",100.0,1,0,"",0,0,100.0,1,0,80.0,31.0,5.0,13.0,9.0,24.0,14.0,0.0,7.0
2012,1001,"Western Michigan",100.0,1,0,100.0,1,0,"",0,0,65.0,28.0,6.0,8.0,12.0,14.0,11.0,2.0,6.0
2013,1028,"Albany",100.0,1,0,"",0,0,100.0,1,0,61.0,19.0,9.0,14.0,9.0,14.0,14.0,2.0,7.0
2013,174,"Cornell",100.0,1,0,100.0,1,0,"",0,0,47.0,20.0,1.0,6.0,9.0,25.0,8.0,1.0,5.0
2013,338,"Creighton",100.0,1,0,"",0,0,100.0,1,0,50.0,16.0,2.0,16.0,5.0,25.0,9.0,2.0,2.0
2013,212,"Delaware",100.0,1,0,100.0,1,0,"",0,0,46.0,18.0,2.0,12.0,12.0,24.0,7.0,4.0,5.0
2013,1027,"Florida Gulf Coast",100.0,1,0,100.0,1,0,"",0,0,67.0,23.0,11.0,10.0,13.0,19.0,11.0,3.0,8.0
2013,838,"Georgia State",100.0,1,0,100.0,1,0,"",0,0,55.0,19.0,5.0,12.0,9.0,22.0,4.0,0.0,7.0
2013,226,"Minnesota",100.0,1,0,"",0,0,100.0,1,0,71.0,24.0,4.0,19.0,16.0,18.0,15.0,6.0,7.0
2013,129,"Ohio State",50.0,1,1,100.0,1,0,0.0,0,1,71.0,29.0,7.0,12.5,11.5,22.0,12.0,2.0,5.0
2013,166,"Santa Clara",100.0,1,0,100.0,1,0,"",0,0,77.0,28.0,9.0,12.0,6.0,20.0,9.0,6.0,7.0
2014,741,"Alabama",100.0,1,0,"",0,0,100.0,1,0,64.0,23.0,2.0,16.0,9.0,22.0,12.0,6.0,8.0
2014,131,"Arizona",0.0,0,2,"",0,0,0.0,0,2,82.5,28.5,7.0,18.5,9.0,25.0,16.5,5.5,6.5
2014,31,"Davidson",100.0,4,0,100.0,3,0,100.0,1,0,65.75,23.0,4.5,15.25,11.25,20.25,8.5,2.75,4.0
2014,165,"East Carolina",100.0,1,0,100.0,1,0,"",0,0,74.0,25.0,5.0,19.0,12.0,23.0,12.0,4.0,6.0
2014,214,"Eastern Michigan",100.0,1,0,100.0,1,0,"",0,0,59.0,21.0,4.0,13.0,10.0,17.0,9.0,5.0,11.0
2014,1029,"Florida Atlantic",100.0,1,0,100.0,1,0,"",0,0,64.0,23.0,4.0,14.0,16.0,21.0,10.0,5.0,5.0
2014,711,"Gardner-Webb",100.0,2,0,100.0,2,0,"",0,0,67.0,27.5,5.5,6.5,7.5,17.0,15.5,1.5,5.5
2014,64,"Maryland",78.57,11,3,100.0,6,0,62.5,5,3,65.5,24.0,3.64,13.86,10.57,22.64,11.57,4.29,3.86
2014,67,"Mercer",0.0,0,1,"",0,0,0.0,0,1,78.0,25.0,5.0,23.0,2.0,22.0,16.0,0.0,3.0
2014,128,"Michigan",80.0,4,1,100.0,1,0,75.0,3,1,70.4,26.0,6.0,12.4,7.2,19.6,13.0,1.2,5.6
2014,140,"UCLA",100.0,1,0,"",0,0,100.0,1,0,63.0,24.0,8.0,7.0,4.0,25.0,12.0,2.0,9.0
2014,1024,"UNC Asheville",100.0,2,0,100.0,2,0,"",0,0,55.5,21.0,4.0,9.5,9.5,15.0,7.0,2.0,9.5
2014,159,"Vermont",100.0,1,0,100.0,1,0,"",0,0,90.0,35.0,4.0,16.0,6.0,18.0,21.0,1.0,4.0
2015,2,"Army",100.0,1,0,100.0,1,0,"",0,0,73.0,26.0,7.0,14.0,5.0,19.0,14.0,0.0,4.0
2015,126,"Connecticut",100.0,2,0,"",0,0,100.0,2,0,57.5,22.5,1.5,11.0,9.0,23.0,9.0,6.5,5.5
2015,177,"Fairfield",100.0,1,0,100.0,1,0,"",0,0,59.0,22.0,2.0,13.0,5.0,13.0,9.0,1.0,4.0
2015,286,"Gonzaga",100.0,2,0,"",0,0,100.0,2,0,46.5,18.5,1.5,8.0,7.0,23.0,8.0,2.5,5.0
2015,373,"Presbyterian",100.0,3,0,100.0,3,0,"",0,0,49.33,17.0,3.0,12.33,6.67,14.67,5.67,2.0,6.0
2015,730,"Robert Morris",100.0,1,0,"",0,0,100.0,1,0,56.0,24.0,6.0,2.0,9.0,16.0,13.0,1.0,6.0
2015,302,"San Diego State",100.0,1,0,"",0,0,100.0,1,0,49.0,19.0,2.0,9.0,11.0,19.0,5.0,5.0,6.0
2015,99,"St. Johns",100.0,1,0,"",0,0,100.0,1,0,68.0,27.0,4.0,10.0,9.0,20.0,13.0,4.0,10.0
2015,199,"Stanford",100.0,1,0,"",0,0,100.0,1,0,59.0,22.0,3.0,12.0,12.0,23.0,5.0,1.0,6.0
2015,105,"Temple",75.0,3,1,100.0,1,0,66.67,2,1,65.0,26.5,4.75,7.25,12.75,19.5,13.75,4.25,6.75
2015,403,"Toledo",100.0,1,0,100.0,1,0,"",0,0,69.0,29.0,5.0,6.0,7.0,18.0,10.0,1.0,4.0
2015,287,"Wisconsin",66.67,2,1,"",0,0,66.67,2,1,68.67,24.33,8.0,12.0,9.0,21.0,13.67,3.0,3.0
2015,123,"Wofford",100.0,1,0,100.0,1,0,"",0,0,55.0,21.0,5.0,8.0,10.0,19.0,9.0,1.0,4.0
2016,1030,"Bryant",100.0,1,0,100.0,1,0,"",0,0,51.0,19.0,7.0,6.0,8.0,16.0,11.0,2.0,1.0
2016,447,"Buffalo",100.0,1,0,100.0,1,0,"",0,0,59.0,22.0,5.0,10.0,13.0,26.0,8.0,6.0,5.0
2016,186,"Georgetown",66.67,2,1,100.0,1,0,50.0,1,1,80.0,29.0,6.67,15.33,4.67,18.67,17.0,6.0,6.33
2016,720,"Georgia Southern",100.0,2,0,100.0,2,0,"",0,0,56.5,21.5,7.0,6.5,11.0,13.5,10.5,4.0,4.5
2016,52,"Kentucky",50.0,1,1,"",0,0,50.0,1,1,71.0,27.5,3.5,12.5,12.5,19.0,14.0,5.5,6.5
2016,149,"Long Beach State",100.0,2,0,100.0,2,0,"",0,0,72.0,26.5,8.5,10.5,12.5,24.5,17.0,3.5,5.5
2016,285,"Oregon",50.0,1,1,"",0,0,50.0,1,1,76.5,28.0,7.5,13.0,9.5,24.0,17.5,6.0,9.0
2016,943,"Siena",100.0,1,0,100.0,1,0,"",0,0,74.0,27.0,7.0,13.0,11.0,28.0,11.0,2.0,7.0
2016,242,"UNC Wilmington",100.0,1,0,"",0,0,100.0,1,0,85.0,30.0,11.0,14.0,9.0,20.0,10.0,3.0,5.0
2016,136,"Utah",50.0,1,1,"",0,0,50.0,1,1,67.0,24.5,3.5,14.5,13.0,27.0,12.0,6.5,5.0
2016,263,"Utah State",100.0,1,0,100.0,1,0,"",0,0,52.0,19.0,3.0,11.0,9.0,14.0,6.0,1.0,8.0
2016,1019,"VCU",100.0,2,0,"",0,0,100.0,2,0,64.5,25.0,4.0,10.5,11.0,20.5,9.0,0.5,5.5
2016,125,"Yale",100.0,2,0,100.0,1,0,100.0,1,0,62.5,25.0,4.0,8.5,15.0,20.0,14.5,4.0,5.0
2017,173,"Appalachian State",100.0,1,0,100.0,1,0,"",0,0,58.0,18.0,9.0,13.0,9.0,17.0,12.0,0.0,2.0
2017,26,"Clemson",75.0,9,3,100.0,5,0,57.14,4,3,60.92,21.83,3.75,13.5,10.83,21.83,8.75,4.17,7.58
2017,44,"Georgia Tech",91.67,11,1,100.0,6,0,83.33,5,1,62.08,23.5,4.42,10.67,10.5,22.08,10.83,3.25,4.58
2017,841,"Grand Canyon",100.0,1,0,100.0,1,0,"",0,0,61.0,26.0,3.0,6.0,8.0,19.0,11.0,2.0,7.0
2017,190,"Kansas",33.33,1,2,"",0,0,33.33,1,2,77.33,28.67,2.33,17.67,10.0,24.0,12.33,3.67,6.0
2017,137,"Louisville",57.14,4,3,100.0,1,0,50.0,3,3,71.29,26.71,4.29,13.57,11.14,22.71,11.29,5.14,6.14
2017,297,"Maine",100.0,1,0,100.0,1,0,"",0,0,55.0,21.0,9.0,4.0,10.0,9.0,12.0,0.0,5.0
2017,883,"Marist",100.0,1,0,100.0,1,0,"",0,0,49.0,15.0,3.0,16.0,5.0,23.0,8.0,0.0,5.0
2017,77,"North Carolina",65.0,13,7,66.67,6,3,63.64,7,4,75.55,28.55,3.7,14.75,13.05,23.85,13.65,3.65,4.85
2017,80,"Penn State",100.0,1,0,"",0,0,100.0,1,0,68.0,28.0,6.0,6.0,9.0,24.0,12.0,3.0,3.0
2017,150,"Rhode Island",100.0,2,0,100.0,1,0,100.0,1,0,72.0,27.0,6.5,11.5,9.5,20.0,10.0,5.0,3.5
2017,97,"South Carolina",0.0,0,1,"",0,0,0.0,0,1,88.0,27.0,7.0,27.0,12.0,21.0,16.0,2.0,8.0
2017,144,"Syracuse",50.0,3,3,66.67,2,1,33.33,1,2,69.83,25.5,5.5,13.33,12.83,21.0,12.33,4.0,6.83
2017,301,"Tennessee State",100.0,1,0,100.0,1,0,"",0,0,55.0,22.0,2.0,9.0,4.0,25.0,7.0,1.0,4.0
2017,628,"Troy",100.0,1,0,"",0,0,100.0,1,0,65.0,24.0,5.0,12.0,11.0,21.0,10.0,2.0,1.0
2017,170,"UNLV",100.0,1,0,"",0,0,100.0,1,0,45.0,16.0,6.0,7.0,8.0,17.0,6.0,1.0,7.0
2017,115,"Virginia Tech",85.71,12,2,100.0,6,0,75.0,6,2,61.86,22.86,4.07,12.07,9.5,21.07,9.29,3.36,3.0
2017,121,"William & Mary",100.0,1,0,100.0,1,0,"",0,0,67.0,23.0,7.0,14.0,3.0,20.0,17.0,3.0,4.0
2018,194,"Boston College",84.62,11,2,100.0,5,0,75.0,6,2,67.62,24.77,5.69,12.38,8.38,18.62,12.23,2.08,5.38
2018,35,"Elon",100.0,7,0,100.0,5,0,100.0,2,0,61.57,23.29,8.14,6.86,6.0,23.71,12.0,1.57,4.29
2018,499,"Evansville",100.0,1,0,100.0,1,0,"",0,0,40.0,15.0,5.0,5.0,2.0,15.0,11.0,2.0,1.0
2018,37,"Florida",100.0,2,0,"",0,0,100.0,2,0,79.0,28.0,7.0,16.0,11.0,20.0,10.5,5.0,6.5
2018,38,"Florida State",73.33,11,4,85.71,6,1,62.5,5,3,69.07,25.8,5.73,11.73,10.8,21.4,11.93,3.8,5.07
2018,40,"Furman",100.0,2,0,100.0,2,0,"",0,0,58.5,22.0,7.5,7.0,10.5,14.5,12.0,1.5,4.5
2018,196,"Indiana",100.0,2,0,100.0,1,0,100.0,1,0,77.5,28.5,6.0,14.5,8.0,15.5,12.5,4.0,4.5
2018,130,"Miami",61.54,8,5,60.0,3,2,62.5,5,3,71.31,26.0,6.69,12.62,9.23,23.46,11.38,3.0,5.92
2018,138,"Michigan State",100.0,7,0,100.0,2,0,100.0,5,0,70.14,26.71,6.0,10.71,9.71,23.29,13.71,4.29,4.43
2018,70,"N.C. State",68.75,11,5,85.71,6,1,55.56,5,4,75.63,28.5,5.06,13.56,10.06,20.69,13.44,3.69,4.19
2018,143,"Notre Dame",44.44,4,5,66.67,2,1,33.33,2,4,75.33,27.33,6.44,14.22,9.89,20.33,14.11,3.33,5.67
2018,82,"Pittsburgh",83.33,5,1,100.0,3,0,66.67,2,1,62.67,23.17,4.33,12.0,10.17,18.83,12.0,3.0,4.0
2018,205,"Portland State",100.0,1,0,"",0,0,100.0,1,0,81.0,30.0,12.0,9.0,12.0,19.0,21.0,1.0,6.0
2018,956,"Saint Francis (Pa.)",100.0,1,0,100.0,1,0,"",0,0,67.0,24.0,7.0,12.0,4.0,18.0,11.0,0.0,8.0
2018,424,"South Dakota",100.0,1,0,100.0,1,0,"",0,0,80.0,30.0,10.0,10.0,7.0,14.0,18.0,0.0,6.0
2018,437,"Southern",100.0,1,0,100.0,1,0,"",0,0,61.0,22.0,7.0,10.0,13.0,19.0,8.0,4.0,5.0
2018,197,"Texas",100.0,2,0,"",0,0,100.0,2,0,73.5,27.5,3.5,15.0,11.5,22.5,11.0,3.0,4.5
2018,1031,"Utah Valley",100.0,1,0,100.0,1,0,"",0,0,69.0,25.0,6.0,13.0,12.0,21.0,13.0,0.0,5.0
2018,113,"Virginia",76.92,10,3,83.33,5,1,71.43,5,2,58.69,21.38,3.69,12.23,8.92,21.0,9.85,2.62,4.69
2018,117,"Wake Forest",88.89,16,2,100.0,9,0,77.78,7,2,71.72,26.17,4.78,14.61,10.11,21.67,11.94,2.94,5.0
